Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
548,C=COC(C)=O,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.903089987,2010,Organometallics,ACS,10.1021/om100236v,29
549,C=COC(C)=O,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-1.986771734,2010,Organometallics,ACS,10.1021/om100236v,1
550,C=COC(C)=O,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,0.522878745,2010,Organometallics,ACS,10.1021/om100236v,72
552,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.176091259,2010,Organometallics,ACS,10.1021/om100236v,50
553,C=COC(C)=O,Rh,CC1=CC=CC2=C1N(P->%161OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=C2C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=CC2=C1N(P1OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=C2C,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,0.522878745,2010,Organometallics,ACS,10.1021/om100236v,72
554,C=COC(C)=O,Rh,CC1=CC=CC2=C1N(P->%161OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=C2C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=CC2=C1N(P1OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=C2C,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-1.178976947,2010,Organometallics,ACS,10.1021/om100236v,18
555,C=CCC#N,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC3=CC=C4C=CC=C[C@@]4=[C@@]3C3=C(C=CC4=CC=CC=C43)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC3=CC=C4C=CC=C[C@@]4=[C@@]3C3=C(C=CC4=CC=CC=C43)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-1.698970004,2010,Organometallics,ACS,10.1021/om100236v,4
558,C=CCC#N,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC3=CC=C4C=CC=C[C@@]4=[C@@]3C3=C(C=CC4=CC=CC=C43)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC3=CC=C4C=CC=C[C@@]4=[C@@]3C3=C(C=CC4=CC=CC=C43)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.799340549,2010,Organometallics,ACS,10.1021/om100236v,33
559,C=CCC#N,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.643452676,2010,Organometallics,ACS,10.1021/om100236v,40
560,C=CCC#N,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.505149978,2010,Organometallics,ACS,10.1021/om100236v,43
562,C=CCC#N,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.322219295,2010,Organometallics,ACS,10.1021/om100236v,48
563,C=CCC#N,Rh,CC1=CC=C(P->%16(C2=CC=C(C)C=C2)C2=C(C)C3=C(C=CC=C3)N2P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(P(C2=CC=C(C)C=C2)C2=C(C)C3=C(C=CC=C3)N2P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C=C1,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.079181246,2010,Organometallics,ACS,10.1021/om100236v,51
564,C=CCC#N,Rh,CC1=CC=C(P->%16(C2=CC=C(C)C=C2)C2=C(C)C3=C(C=CC=C3)N2P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=C(P(C2=CC=C(C)C=C2)C2=C(C)C3=C(C=CC=C3)N2P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,0.0,2010,Organometallics,ACS,10.1021/om100236v,53
565,C=CCC#N,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.612783857,2010,Organometallics,ACS,10.1021/om100236v,41
566,C=CCC#N,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C3=CC=CC=C3)C3=CC=CC=C3)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.51851394,2010,Organometallics,ACS,10.1021/om100236v,43
567,C=CCC#N,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.612783857,2010,Organometallics,ACS,10.1021/om100236v,41
568,C=CCC#N,Rh,CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP->%16(N3C4=C(C=CC=C4)C(C)=C3P->%17(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC(C)=CC(C2(C3=CC(C)=CC(C)=C3)OP(N3C4=C(C=CC=C4)C(C)=C3P(C(C)C)C(C)C)OC(C3=CC(C)=CC(C)=C3)(C3=CC(C)=CC(C)=C3)[C@H]3OC(C)(C)O[C@@H]32)=C1,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.361727836,2010,Organometallics,ACS,10.1021/om100236v,47
569,C=CCC#N,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.924279286,2010,Organometallics,ACS,10.1021/om100236v,28
570,C=CCC#N,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.361727836,2010,Organometallics,ACS,10.1021/om100236v,47
571,C=CCC#N,Rh,CC1=CC=CC2=C1N(P->%161OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=C2C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=CC2=C1N(P1OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=C2C,CC1=CC=CC=C1,313.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.544068044,2010,Organometallics,ACS,10.1021/om100236v,43
572,C=CCC#N,Rh,CC1=CC=CC2=C1N(P->%161OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=C2C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=CC2=C1N(P1OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=C2C,CC1=CC=CC=C1,343.15,20.0,1.0,20.0,2.0,1000.0,1.0,-0.380211242,2010,Organometallics,ACS,10.1021/om100236v,46
573,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,10.0,1.0,17.0,2.0,200.0,1.0,-1.768638101,2010,Organometallics,ACS,10.1021/om100236v,3
574,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20.0,1.0,17.0,2.0,200.0,1.0,-1.278753601,2010,Organometallics,ACS,10.1021/om100236v,14
575,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,30.0,1.0,17.0,2.0,200.0,1.0,-1.155336037,2010,Organometallics,ACS,10.1021/om100236v,19
576,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,40.0,1.0,17.0,2.0,200.0,1.0,-0.995635195,2010,Organometallics,ACS,10.1021/om100236v,26
577,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,10.0,1.0,17.0,2.0,200.0,1.0,-1.330413773,2010,Organometallics,ACS,10.1021/om100236v,12
579,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,30.0,1.0,17.0,2.0,200.0,1.0,-0.982271233,2010,Organometallics,ACS,10.1021/om100236v,27
580,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,40.0,1.0,17.0,2.0,200.0,1.0,-0.73239376,2010,Organometallics,ACS,10.1021/om100236v,36
581,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.655138435,2009,Organometallics,ACS,10.1021/om9000583,7
582,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162CP->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2CP2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.301029996,2009,Organometallics,ACS,10.1021/om9000583,13
583,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.320146286,2009,Organometallics,ACS,10.1021/om9000583,13
585,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162C2=NC=CN=C2P->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2C2=NC=CN=C2P2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.561101384,2009,Organometallics,ACS,10.1021/om9000583,8
586,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.146128036,2009,Organometallics,ACS,10.1021/om9000583,51
587,C=CC1=CC=CC=C1,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.58546073,2009,Organometallics,ACS,10.1021/om9000583,7
588,C=CC1=CC=CC=C1,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-1.146128036,2009,Organometallics,ACS,10.1021/om9000583,19
589,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.826074803,2009,Organometallics,ACS,10.1021/om9000583,31
590,C=CCC#N,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162CP->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2CP2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1.0,3.0,2.0,3000.0,7.41,-0.69019608,2009,Organometallics,ACS,10.1021/om9000583,38
