Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI
418,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,CC1=CC=CC=C1,343.15,10.34,1,3,1.2,500,50,-0.812913357,2004,Organic Letters,ACS,10.1021/ol0487938
419,C=CC1=CC=CS1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,3,4,200,10,-1.194976603,2007,The Journal of Organic Chemistry,ACS,10.1021/jo0712190
420,C=CC1=CSC=C1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,6,4,200,10,-1.06069784,2007,The Journal of Organic Chemistry,ACS,10.1021/jo0712190
421,C=CC1=CC=C(C)S1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,3,4,200,10,-1.278753601,2007,The Journal of Organic Chemistry,ACS,10.1021/jo0712190
422,C=CC1=CSC2=C1C=CC=C2,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,6,4,200,10,-0.720159303,2007,The Journal of Organic Chemistry,ACS,10.1021/jo0712190
423,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,20,4,2000,3,-0.865301426,2003,Organometallics,ACS,10.1021/om020245f
424,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,43,4,2000,3,-0.865301426,2003,Organometallics,ACS,10.1021/om020245f
425,C=CC1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,296.15,20,1,22,4,2000,3,-0.984000344,2003,Organometallics,ACS,10.1021/om020245f
426,C=CC1=CC=CC=C1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,20,4,2000,3,-1.091080469,2003,Organometallics,ACS,10.1021/om020245f
427,C=CC1=CC=CC=C1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,296.15,20,1,22,4,2000,3,-1.278753601,2003,Organometallics,ACS,10.1021/om020245f
428,C=CC1=CC=CC=C1,Rh,C(C)(C)OC1=CC=CC(P->%16(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],C(C)(C)OC1=CC=CC(P(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,20,4,2000,3,-1.01012837,2003,Organometallics,ACS,10.1021/om020245f
429,C=CC1=CC=CC=C1,Rh,C(C)(C)OC1=CC=CC(P->%16(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],C(C)(C)OC1=CC=CC(P(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,296.15,20,1,22,4,2000,3,-1.194976603,2003,Organometallics,ACS,10.1021/om020245f
430,C=CC1=CC=C2C=CC=CC2=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,4,4,1000,5,-0.701057963,2003,Organometallics,ACS,10.1021/om020245f
431,C=CC1=CC=C2C=CC=CC2=C1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,4,4,1000,5,-0.926031654,2003,Organometallics,ACS,10.1021/om020245f
432,C=CC1=CC=C2C=CC=CC2=C1,Rh,C(C)(C)OC1=CC=CC(P->%16(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],C(C)(C)OC1=CC=CC(P(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,4,4,1000,5,-0.857134685,2003,Organometallics,ACS,10.1021/om020245f
433,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,303.15,20,1,40,4,2000,3,0.493489606,2003,Organometallics,ACS,10.1021/om020245f
434,C=CCCCC,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,303.15,20,1,40,4,2000,3,0.372120848,2003,Organometallics,ACS,10.1021/om020245f
435,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,15,4,1000,7,-0.833306515,2003,Organometallics,ACS,10.1021/om020245f
436,C=COC(C)=O,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,36,4,400,7,-0.788370416,2003,Organometallics,ACS,10.1021/om020245f
437,C=COC(C)=O,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,15,4,1000,7,-1.172399041,2003,Organometallics,ACS,10.1021/om020245f
438,C=COC(C)=O,Rh,C(C)(C)OC1=CC=CC(P->%16(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],C(C)(C)OC1=CC=CC(P(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,15,4,1000,7,-0.710537854,2003,Organometallics,ACS,10.1021/om020245f
439,C1=CC=C2CC=CC2=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,20,1,20,4,250,7.7,-0.93527467,2003,Organometallics,ACS,10.1021/om020245f
440,C1=CC=C2CC=CC2=C1,Rh,COC1=CC=CC(P->%16(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],COC1=CC=CC(P(C2=CC=CC(OC)=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,333.15,20,1,20,4,250,7.7,-1.020951525,2003,Organometallics,ACS,10.1021/om020245f
441,C=C(NC(C)=O)C(=O)OC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,353.15,20,1,40,4,50,6.7,-2,2003,Organometallics,ACS,10.1021/om020245f
442,C=C(NC(C)=O)C(=O)OC,Rh,C(C)(C)OC1=CC=CC(P->%16(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1.[RhH]%16%17%18.[C-]->%18#[O+],C(C)(C)OC1=CC=CC(P(C2=CC=CC(OC(C)(C))=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)=C1,C1=CC=CC=C1,353.15,20,1,40,4,50,6.7,-2,2003,Organometallics,ACS,10.1021/om020245f
443,C=CC(C)(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,49,4,500,1,2,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
444,C=CCC(C)(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,87,4,500,1,0.1224064,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
445,C=CCCC(C)(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,68,4,250,1,0.454258372,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
446,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,42,4,1000,1,0.500602351,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
447,C=CCC(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,68,4,500,1,0.454258372,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
448,C=CCC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,20,4,250,1,-0.176091259,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
449,C=CCC([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,333.15,100,1,69,4,250,1,1.123384909,1997,Journal of Organometallic Chemistry,Elsevier,10.1016/S0022-328X(96)06620-X
450,C=CSCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,96,4.2,502,1,-0.788370416,1995,Tetrahedron: Asymmetry,Elsevier,10.1016/0957-4166(95)00339-Q
451,C=CSC(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,323.15,100,1,48,4.2,488,1,-1.06069784,1995,Tetrahedron: Asymmetry,Elsevier,10.1016/0957-4166(95)00339-Q
452,C=CSC(C)(C)C,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,313.15,100,1,27,4.2,497,1,-1.380211242,1995,Tetrahedron: Asymmetry,Elsevier,10.1016/0957-4166(95)00339-Q
453,C=CSC1CCCCC1,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP->%173OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=[C@]([C@]3=C4C=CC=CC4=CC=C3OP3OC4=CC=C5C=CC=CC5=[C@@]4[C@@]4=C(C=CC5=C4C=CC=C5)O3)C3=CC=CC=C3C=C2)C=C1,C1=CC=CC=C1,328.15,100,1,66,4.2,500,1,-0.865301426,1995,Tetrahedron: Asymmetry,Elsevier,10.1016/0957-4166(95)00339-Q
